age,income,credit_score,loan_amount,loan_purpose,employment_years,debt_ratio,num_credit_lines,marital_status,education,loan_approved
49,108345,832,81177,Home,31,0.22,12,Married,Master,Approved
33,47006,763,41735,Auto,13,0.32,12,Single,High School,Approved
25,70124,788,103525,Personal,6,0.24,14,Married,Master,Approved
55,125942,719,44648,Personal,35,0.38,6,Divorced,PhD,Approved
29,54974,805,148201,Home,9,0.26,7,Married,Bachelor,Approved
41,76284,745,41656,Personal,19,0.4,3,Single,Bachelor,Approved
45,75310,726,149571,Personal,25,0.64,4,Single,High School,Rejected
70,114752,830,80888,Personal,40,0.18,6,Married,Master,Approved
25,54954,734,24654,Personal,4,0.46,7,Single,Bachelor,Approved
45,89194,850,135117,Personal,26,0.05,6,Married,Bachelor,Approved
53,95161,850,91613,Business,32,0.32,5,Married,Master,Approved
43,117765,743,23982,Personal,22,0.38,14,Single,PhD,Approved
25,91064,738,104970,Home,7,0.24,12,Divorced,Master,Rejected
67,89119,850,86848,Personal,40,0.08,2,Married,High School,Approved
45,107788,708,114577,Education,23,0.34,12,Single,PhD,Rejected
45,77369,668,84874,Education,23,0.58,7,Married,Bachelor,Rejected
54,120206,665,35173,Home,36,0.33,5,Married,Master,Approved
58,108607,825,131765,Business,39,0.43,12,Married,Bachelor,Rejected
53,65093,820,42525,Home,34,0.52,9,Divorced,High School,Approved
44,55838,642,32328,Business,23,0.72,13,Married,High School,Rejected
71,110073,850,147432,Auto,40,0.19,11,Divorced,Bachelor,Approved
34,63049,796,121242,Education,13,0.21,4,Married,Bachelor,Approved
26,28838,681,109419,Education,7,0.31,14,Married,High School,Rejected
50,105002,793,27625,Education,30,0.44,10,Divorced,Bachelor,Approved
70,82002,850,112576,Business,40,0.05,12,Married,High School,Approved
37,85857,669,21471,Home,17,0.45,2,Single,Master,Approved
30,58284,749,44883,Business,10,0.37,7,Married,Bachelor,Approved
45,58213,773,7703,Education,26,0.27,7,Married,High School,Approved
65,91849,832,70524,Education,40,0.41,1,Single,High School,Approved
46,75921,719,20151,Education,28,0.48,11,Divorced,High School,Approved
30,53823,690,54190,Education,9,0.5,14,Single,Bachelor,Rejected
63,86638,850,61195,Auto,40,0.35,13,Single,High School,Approved
52,81004,694,131559,Education,30,0.4,5,Divorced,High School,Rejected
23,43248,728,69108,Business,2,0.39,3,Married,Master,Rejected
35,74049,696,107241,Education,15,0.53,9,Single,Master,Rejected
68,107134,749,110190,Personal,40,0.41,9,Married,Bachelor,Rejected
22,71232,800,48050,Auto,1,0.45,7,Married,PhD,Approved
64,84589,767,37976,Education,40,0.48,12,Single,High School,Approved
42,90016,703,5599,Personal,24,0.64,9,Divorced,Bachelor,Rejected
19,38666,790,64867,Business,0,0.26,12,Married,Bachelor,Approved
27,75291,646,8709,Auto,7,0.59,2,Married,Bachelor,Rejected
73,72454,755,54365,Education,40,0.72,11,Married,High School,Rejected
47,60380,841,10723,Business,25,0.27,10,Married,Bachelor,Approved
67,113789,799,117308,Personal,40,0.32,8,Single,Bachelor,Rejected
62,95160,850,69120,Auto,40,0.29,10,Single,Bachelor,Approved
22,20329,760,15316,Education,0,0.45,10,Married,High School,Rejected
72,99847,850,111276,Business,40,0.07,10,Married,High School,Approved
73,85027,785,26162,Auto,40,0.28,13,Single,High School,Approved
50,82603,777,33833,Personal,29,0.31,1,Married,High School,Approved
71,98895,841,131515,Education,40,0.3,3,Married,Bachelor,Rejected
18,33625,751,125788,Auto,0,0.29,8,Single,High School,Approved
35,77385,732,56747,Personal,15,0.28,11,Single,Master,Approved
49,61301,719,95037,Personal,27,0.47,8,Single,High School,Rejected
64,107306,784,118850,Business,40,0.43,14,Married,High School,Rejected
66,116164,641,123641,Personal,40,0.61,10,Single,Bachelor,Rejected
28,37733,702,123519,Personal,10,0.47,8,Married,High School,Rejected
38,68716,836,124271,Home,17,0.19,11,Married,Bachelor,Approved
43,97262,781,60387,Personal,25,0.32,12,Married,Bachelor,Approved
42,51617,727,30226,Education,21,0.31,11,Single,High School,Approved
39,50658,707,111287,Auto,20,0.39,7,Married,High School,Rejected
44,72200,786,142572,Education,25,0.51,2,Married,High School,Rejected
66,112704,738,6634,Education,40,0.38,3,Divorced,High School,Approved
30,45538,790,120855,Business,10,0.38,9,Divorced,High School,Rejected
50,82498,738,9076,Home,28,0.35,2,Married,High School,Approved
51,64825,791,111694,Home,30,0.47,13,Married,High School,Rejected
58,102610,834,43210,Education,36,0.26,7,Single,Bachelor,Approved
52,92403,821,133798,Auto,34,0.13,1,Single,Bachelor,Approved
18,63666,604,37007,Home,0,0.45,3,Single,Bachelor,Rejected
38,74486,755,93619,Home,19,0.41,13,Married,High School,Rejected
65,112794,742,127315,Education,40,0.55,14,Single,High School,Rejected
72,113045,850,71038,Home,40,0.05,1,Single,Master,Approved
23,48354,760,148828,Business,2,0.33,6,Divorced,Bachelor,Rejected
45,104251,691,146677,Education,27,0.37,4,Single,Master,Rejected
34,44435,833,61558,Home,14,0.12,1,Single,High School,Approved
22,50810,769,111052,Home,3,0.34,5,Single,Bachelor,Rejected
48,94589,750,98079,Home,27,0.53,14,Married,Bachelor,Rejected
22,25996,571,101816,Education,1,0.66,4,Married,High School,Rejected
55,93466,791,138942,Auto,37,0.5,14,Single,Bachelor,Rejected
20,37303,761,132942,Personal,0,0.3,11,Married,Bachelor,Rejected
70,76562,771,140830,Home,40,0.54,10,Married,High School,Rejected
40,68539,669,116342,Personal,20,0.49,14,Married,High School,Rejected
54,87443,835,70138,Personal,33,0.28,11,Divorced,Bachelor,Approved
70,111888,739,55250,Home,40,0.26,10,Married,Master,Approved
54,87790,741,122857,Home,35,0.32,2,Married,High School,Rejected
27,37393,846,120070,Personal,5,0.19,13,Single,High School,Approved
27,33744,784,45558,Auto,6,0.3,7,Single,High School,Rejected
36,78606,741,58092,Personal,17,0.42,12,Single,Bachelor,Approved
34,48345,746,80121,Auto,16,0.51,8,Married,High School,Rejected
38,77230,819,127140,Business,16,0.29,4,Married,PhD,Approved
31,59832,716,135877,Auto,11,0.56,9,Married,High School,Rejected
26,29218,693,60604,Education,5,0.45,3,Single,High School,Rejected
63,97810,714,42039,Home,40,0.45,13,Married,Bachelor,Approved
18,52854,730,74859,Business,0,0.21,6,Divorced,Master,Rejected
68,105596,786,97506,Personal,40,0.62,11,Married,Bachelor,Rejected
62,102257,699,105342,Auto,40,0.43,14,Married,Bachelor,Rejected
30,101380,779,10461,Business,11,0.3,14,Married,PhD,Approved
21,47951,774,45831,Education,1,0.27,7,Divorced,High School,Approved
18,53208,809,56137,Auto,0,0.3,7,Married,Master,Rejected
66,80619,850,39030,Personal,40,0.2,6,Married,High School,Approved
57,92280,714,141803,Personal,35,0.5,9,Single,Bachelor,Rejected
49,91390,789,26500,Auto,28,0.21,1,Single,Bachelor,Approved
51,75336,758,38117,Education,31,0.39,13,Married,High School,Approved
45,92495,839,99138,Home,25,0.28,9,Single,Master,Approved
48,59029,777,38208,Home,28,0.45,13,Divorced,High School,Approved
25,20000,641,89728,Personal,7,0.47,9,Single,High School,Rejected
56,87452,821,89482,Education,35,0.25,4,Divorced,Bachelor,Approved
43,74144,802,30960,Personal,21,0.34,13,Single,High School,Approved
51,97359,824,146319,Home,32,0.13,12,Single,Bachelor,Approved
71,88084,616,101342,Personal,40,0.61,12,Divorced,High School,Rejected
71,97297,743,112918,Auto,40,0.51,5,Single,High School,Rejected
20,20000,713,119761,Auto,0,0.14,3,Single,High School,Rejected
67,90567,752,31038,Education,40,0.22,7,Single,High School,Approved
29,39136,797,127232,Home,8,0.33,2,Married,Bachelor,Rejected
18,48460,846,77485,Education,0,0.36,8,Single,Bachelor,Rejected
71,122595,850,62773,Education,40,0.25,9,Married,Master,Approved
61,122833,707,88391,Home,40,0.18,6,Married,Master,Approved
22,43176,701,57633,Business,1,0.41,9,Married,High School,Approved
47,94759,657,127226,Business,28,0.61,6,Married,Bachelor,Rejected
47,61410,689,37803,Personal,29,0.36,3,Married,High School,Approved
74,101827,842,120708,Business,40,0.31,10,Single,High School,Rejected
34,63905,754,134997,Auto,14,0.29,3,Married,Bachelor,Approved
65,70298,783,108838,Education,40,0.19,2,Single,High School,Approved
64,88912,718,28545,Personal,40,0.25,5,Married,High School,Approved
40,93471,673,67759,Education,18,0.52,13,Married,Master,Approved
32,51361,833,111313,Home,11,0.05,14,Divorced,Bachelor,Approved
54,107828,766,81488,Business,33,0.36,4,Married,Bachelor,Approved
38,46266,803,122805,Home,17,0.35,12,Single,High School,Rejected
31,44689,753,58866,Personal,13,0.37,6,Married,High School,Rejected
19,54852,673,132145,Auto,1,0.46,5,Married,Master,Rejected
28,24910,693,75499,Business,8,0.36,6,Single,High School,Rejected
68,95068,728,83243,Home,40,0.28,4,Married,Bachelor,Approved
56,73881,753,125779,Business,34,0.25,14,Married,High School,Approved
55,97698,786,148932,Education,36,0.54,13,Divorced,Bachelor,Approved
51,46485,767,87946,Auto,31,0.51,3,Married,High School,Rejected
55,122665,662,123353,Business,37,0.78,1,Single,Master,Rejected
67,127066,783,22670,Auto,40,0.31,5,Single,Master,Approved
51,103314,850,89766,Education,31,0.25,6,Divorced,Bachelor,Approved
35,37583,676,94694,Education,15,0.42,5,Married,High School,Rejected
47,97571,696,55764,Home,27,0.41,5,Single,Master,Approved
32,73914,709,120164,Personal,13,0.45,12,Single,Bachelor,Rejected
44,74774,613,28810,Home,23,0.48,6,Married,High School,Approved
68,119789,716,114660,Auto,40,0.44,4,Single,Bachelor,Approved
51,77527,711,95894,Home,31,0.51,14,Single,High School,Rejected
69,89440,721,20933,Business,40,0.53,12,Single,High School,Approved
74,89420,701,6947,Home,40,0.53,4,Single,Bachelor,Approved
55,91648,850,24715,Personal,34,0.05,11,Married,High School,Approved
50,88396,827,35956,Personal,32,0.38,13,Married,Bachelor,Approved
41,64839,850,85846,Auto,23,0.21,8,Single,High School,Approved
32,79171,690,21303,Education,13,0.51,11,Single,Master,Approved
47,94553,831,118318,Personal,29,0.05,8,Single,PhD,Approved
72,111885,816,29031,Auto,40,0.57,12,Married,Master,Rejected
59,93038,826,99786,Personal,39,0.22,3,Single,High School,Approved
68,89514,793,92389,Personal,40,0.19,7,Married,High School,Approved
34,72118,680,47707,Education,15,0.4,5,Married,Bachelor,Approved
22,40838,728,80761,Business,2,0.29,5,Single,High School,Rejected
46,63767,682,36535,Auto,28,0.62,12,Single,High School,Rejected
21,39848,669,7991,Personal,0,0.55,13,Single,Bachelor,Approved
27,52588,749,94680,Personal,6,0.27,3,Married,Bachelor,Rejected
73,142734,850,12965,Home,40,0.51,2,Divorced,PhD,Approved
34,51659,702,149802,Business,16,0.27,13,Single,High School,Rejected
27,22689,794,34553,Education,7,0.27,3,Divorced,High School,Rejected
34,47518,689,123802,Auto,13,0.46,7,Single,High School,Rejected
37,95832,683,13301,Personal,19,0.57,3,Married,Master,Rejected
41,88570,823,23936,Auto,20,0.28,11,Married,Bachelor,Approved
22,65805,655,132978,Education,2,0.3,13,Married,Master,Rejected
51,90140,710,132230,Business,30,0.4,2,Married,Master,Rejected
23,42436,763,53848,Home,1,0.22,4,Married,Bachelor,Approved
70,109750,803,7042,Business,40,0.58,12,Married,Bachelor,Rejected
19,38662,837,42260,Home,0,0.21,5,Married,High School,Approved
30,68070,832,41326,Auto,12,0.26,13,Married,Bachelor,Approved
60,102483,595,47581,Business,40,0.62,7,Single,Bachelor,Rejected
60,113585,722,139730,Business,40,0.38,1,Single,Bachelor,Rejected
65,113594,654,86855,Business,40,0.64,14,Married,Master,Rejected
28,91846,744,89614,Education,10,0.32,8,Married,PhD,Approved
68,112497,590,107188,Auto,40,0.73,10,Married,Bachelor,Rejected
64,110766,818,42874,Home,40,0.44,3,Married,Bachelor,Approved
74,110990,740,56318,Business,40,0.24,14,Divorced,Bachelor,Approved
40,68739,841,42165,Auto,22,0.23,11,Married,High School,Approved
72,79513,850,61820,Education,40,0.13,6,Married,High School,Approved
33,67675,750,50411,Education,15,0.15,4,Married,Bachelor,Approved
48,76407,850,90312,Auto,27,0.25,14,Single,Bachelor,Approved
28,39105,764,41479,Home,8,0.2,5,Single,High School,Approved
71,108311,850,125567,Auto,40,0.05,10,Married,Master,Approved
33,51449,685,104890,Auto,12,0.48,12,Single,High School,Rejected
25,20000,680,44906,Personal,6,0.47,6,Divorced,High School,Rejected
21,55672,700,134523,Education,3,0.4,2,Single,Bachelor,Rejected
57,82653,820,78198,Home,35,0.18,13,Single,High School,Approved
21,53521,607,77940,Personal,3,0.6,3,Divorced,High School,Rejected
73,87953,779,14542,Auto,40,0.32,8,Married,High School,Approved
42,78951,766,32774,Education,24,0.23,8,Single,Bachelor,Approved
20,51825,798,144628,Personal,0,0.38,1,Married,Bachelor,Rejected
49,87035,732,83342,Personal,29,0.38,10,Married,Bachelor,Approved
20,47748,783,122887,Home,0,0.05,8,Married,Bachelor,Approved
44,77444,838,131081,Auto,25,0.35,11,Single,High School,Rejected
46,108324,742,19864,Home,24,0.37,2,Married,PhD,Rejected
49,82452,741,100552,Personal,27,0.29,10,Divorced,High School,Rejected
67,118208,799,63989,Personal,40,0.15,10,Single,PhD,Approved
68,121034,784,61093,Home,40,0.16,13,Divorced,Bachelor,Approved
36,78118,752,38749,Personal,14,0.43,8,Divorced,PhD,Approved
38,70521,627,64739,Business,18,0.46,12,Married,High School,Approved
22,27835,815,22305,Education,1,0.28,10,Married,Bachelor,Approved
35,75305,725,82474,Auto,17,0.41,5,Single,High School,Rejected
45,66108,761,21318,Education,23,0.28,1,Single,High School,Approved
59,91051,810,57810,Auto,37,0.22,8,Married,Bachelor,Approved
39,80151,767,131662,Personal,21,0.38,12,Divorced,High School,Rejected
38,58111,780,126752,Home,16,0.18,5,Married,Bachelor,Approved
23,35226,634,66800,Home,5,0.63,1,Married,High School,Rejected
18,56047,839,75942,Personal,0,0.13,4,Single,High School,Approved
22,51955,732,25661,Auto,2,0.39,13,Single,Bachelor,Approved
58,84739,712,88394,Personal,40,0.37,1,Married,Bachelor,Rejected
29,57267,700,35816,Auto,10,0.36,13,Single,Bachelor,Approved
43,78882,603,17850,Personal,25,0.57,9,Married,Bachelor,Rejected
63,121885,850,57919,Personal,40,0.05,10,Single,Master,Approved
51,74555,789,32428,Personal,30,0.41,2,Married,High School,Approved
66,110458,759,110023,Home,40,0.31,8,Single,Bachelor,Approved
31,79219,830,119160,Auto,13,0.44,4,Married,PhD,Rejected
43,74020,850,111898,Personal,23,0.36,9,Married,Bachelor,Rejected
62,108118,792,77822,Education,40,0.34,2,Single,Bachelor,Approved
44,71878,775,80604,Education,23,0.17,12,Single,Bachelor,Approved
26,61959,777,139089,Home,4,0.25,3,Single,Bachelor,Rejected
43,69078,577,14926,Business,21,0.82,2,Divorced,Bachelor,Rejected
74,91433,826,49508,Home,40,0.44,10,Single,High School,Approved
64,88950,751,130799,Business,40,0.51,14,Married,High School,Rejected
74,109853,833,100933,Home,40,0.3,5,Divorced,Master,Approved
39,56104,850,130030,Education,17,0.22,11,Married,High School,Rejected
64,91880,725,119541,Personal,40,0.47,1,Single,Bachelor,Rejected
73,85563,850,15002,Auto,40,0.06,12,Divorced,High School,Approved
47,84302,837,53586,Personal,26,0.25,3,Single,Bachelor,Approved
60,74226,779,73737,Education,39,0.3,1,Married,High School,Approved
65,96235,830,134157,Auto,40,0.49,10,Divorced,High School,Rejected
34,97103,777,32048,Business,13,0.41,14,Married,PhD,Approved
43,96820,762,132912,Business,21,0.28,8,Married,Master,Approved
53,94524,667,84517,Education,33,0.41,12,Single,Bachelor,Approved
18,33493,663,126443,Auto,0,0.3,4,Single,Bachelor,Rejected
25,53999,660,57634,Personal,6,0.51,3,Married,Bachelor,Rejected
66,111230,803,66491,Education,40,0.39,8,Single,Bachelor,Approved
52,81096,749,127416,Business,32,0.61,13,Divorced,Bachelor,Rejected
69,78891,800,10565,Education,40,0.31,9,Divorced,High School,Approved
32,63539,643,85483,Personal,14,0.53,8,Divorced,Bachelor,Rejected
64,101286,779,111234,Home,40,0.36,6,Married,Bachelor,Rejected
73,134838,836,77053,Home,40,0.25,14,Married,PhD,Approved
39,58583,701,19287,Personal,21,0.74,3,Divorced,High School,Rejected
31,60099,745,82365,Auto,9,0.55,8,Divorced,Bachelor,Rejected
43,90218,698,138494,Education,22,0.39,13,Married,Bachelor,Rejected
45,89383,750,34060,Personal,26,0.46,5,Single,Bachelor,Approved
40,60561,760,46633,Home,20,0.19,5,Single,High School,Approved
31,50432,747,110251,Business,11,0.19,12,Married,Bachelor,Rejected
41,52780,758,18790,Personal,20,0.52,9,Married,High School,Approved
19,38417,713,136059,Personal,0,0.35,1,Married,High School,Rejected
62,100315,827,8668,Personal,40,0.33,7,Single,Bachelor,Approved
43,72822,799,81280,Home,25,0.31,8,Single,Bachelor,Rejected
31,79480,730,33754,Home,9,0.37,11,Single,Bachelor,Approved
73,135244,832,90058,Personal,40,0.31,10,Single,Master,Approved
68,88755,850,9509,Personal,40,0.05,3,Single,High School,Approved
24,25173,609,138572,Auto,4,0.56,8,Married,High School,Rejected
20,52233,754,123981,Business,0,0.33,1,Married,Bachelor,Rejected
64,85099,673,80440,Education,40,0.62,8,Married,High School,Rejected
40,67385,780,31921,Education,19,0.09,7,Single,High School,Approved
63,85109,850,59551,Education,40,0.09,4,Single,High School,Approved
60,103453,767,21683,Home,38,0.31,11,Married,High School,Approved
64,114812,802,82952,Home,40,0.5,7,Divorced,Master,Approved
62,113647,850,19833,Auto,40,0.17,10,Single,High School,Approved
35,72450,780,23290,Home,17,0.16,14,Married,Bachelor,Approved
55,96343,814,19003,Personal,35,0.41,11,Single,High School,Approved
52,86098,767,128086,Business,31,0.3,7,Divorced,Bachelor,Rejected
68,76886,769,76656,Business,40,0.43,13,Married,High School,Approved
32,42937,780,46253,Business,14,0.31,10,Single,Bachelor,Rejected
42,92266,842,93022,Business,23,0.41,13,Married,Bachelor,Rejected
72,90680,788,92231,Education,40,0.55,12,Single,High School,Rejected
54,80524,827,109791,Education,32,0.17,1,Divorced,Bachelor,Approved
45,83682,714,37716,Personal,27,0.53,3,Married,High School,Approved
27,68559,733,11880,Auto,8,0.09,7,Married,Bachelor,Approved
56,97823,801,33949,Home,36,0.44,11,Married,High School,Approved
74,106602,786,71064,Home,40,0.56,13,Married,Master,Rejected
34,66464,783,48093,Education,16,0.27,5,Single,High School,Approved
56,99840,785,92941,Business,34,0.45,9,Married,Bachelor,Approved
39,75776,674,132668,Personal,21,0.28,7,Single,High School,Rejected
43,72927,679,129240,Auto,25,0.44,3,Single,High School,Rejected
61,106730,850,48322,Education,40,0.05,1,Married,Bachelor,Approved
42,102599,737,53181,Personal,20,0.37,5,Single,Master,Approved
34,59518,766,92972,Personal,14,0.41,14,Single,High School,Rejected
30,55817,642,117431,Education,10,0.55,13,Married,High School,Rejected
37,53619,686,95179,Personal,19,0.49,10,Single,High School,Rejected
42,58275,850,88562,Business,20,0.33,13,Married,High School,Rejected
21,20000,706,145284,Personal,1,0.39,5,Single,High School,Rejected
27,49898,826,149922,Auto,7,0.13,7,Single,Bachelor,Approved
20,37903,657,44767,Personal,0,0.6,14,Single,High School,Rejected
58,89641,763,12322,Home,36,0.45,1,Married,High School,Approved
62,95204,850,40911,Personal,40,0.07,10,Married,Bachelor,Approved
35,68323,637,10678,Education,17,0.39,2,Single,High School,Approved
64,119730,800,70265,Home,40,0.4,11,Single,High School,Approved
53,70472,782,71918,Education,33,0.23,6,Divorced,High School,Approved
64,102941,850,65510,Auto,40,0.36,8,Single,Bachelor,Approved
39,49284,754,47202,Business,17,0.22,4,Divorced,High School,Approved
51,87551,811,137777,Auto,29,0.14,3,Single,Bachelor,Approved
64,92739,850,92983,Home,40,0.26,3,Married,High School,Approved
25,44026,760,95016,Business,4,0.38,3,Single,Bachelor,Rejected
57,79730,689,36051,Personal,35,0.49,2,Divorced,High School,Approved
66,105872,799,122282,Home,40,0.36,1,Married,Bachelor,Rejected
61,123216,683,82665,Business,39,0.49,5,Married,Master,Approved
36,85164,732,129559,Education,17,0.45,10,Single,Bachelor,Rejected
59,86855,789,127827,Business,38,0.19,5,Married,High School,Approved
58,82881,846,34402,Education,39,0.45,5,Married,High School,Approved
54,84963,766,7704,Education,32,0.45,4,Single,High School,Approved
23,41501,677,32027,Business,5,0.61,3,Single,High School,Rejected
69,88071,827,64092,Auto,40,0.41,12,Married,High School,Approved
43,81350,850,10725,Auto,21,0.16,3,Single,Bachelor,Approved
51,75668,761,69105,Education,33,0.27,2,Married,High School,Approved
73,99696,850,97305,Home,40,0.07,5,Married,Bachelor,Approved
62,86006,742,67993,Business,40,0.43,4,Divorced,Bachelor,Approved
23,47720,759,102681,Home,4,0.6,6,Divorced,Bachelor,Rejected
54,64874,751,113033,Auto,35,0.05,2,Divorced,High School,Approved
74,113605,700,35027,Home,40,0.6,2,Single,Master,Rejected
50,83794,743,148839,Personal,32,0.42,8,Divorced,High School,Rejected
70,89948,850,92017,Personal,40,0.19,6,Single,Bachelor,Approved
39,73101,747,23354,Auto,20,0.39,3,Married,Bachelor,Approved
38,69654,796,53777,Home,16,0.19,5,Married,Bachelor,Approved
23,47114,701,54966,Business,3,0.42,3,Single,Bachelor,Rejected
23,28186,738,21515,Auto,2,0.36,11,Divorced,High School,Rejected
72,93253,811,103698,Personal,40,0.4,2,Single,High School,Rejected
65,109640,850,8573,Auto,40,0.21,3,Married,Bachelor,Approved
21,34515,850,110410,Home,3,0.23,1,Married,High School,Approved
47,94742,757,48915,Home,26,0.43,14,Married,Master,Approved
28,52147,734,10060,Home,9,0.27,7,Single,High School,Approved
47,57392,737,134471,Education,27,0.37,6,Married,High School,Rejected
48,81873,680,60421,Home,30,0.42,5,Married,High School,Approved
41,67196,814,50610,Personal,22,0.32,6,Single,High School,Approved
72,106990,748,15933,Personal,40,0.52,8,Married,Bachelor,Approved
26,56901,764,77168,Education,8,0.32,3,Single,Bachelor,Rejected
72,86100,829,48898,Personal,40,0.32,3,Married,Bachelor,Approved
20,75373,718,10589,Personal,1,0.26,12,Divorced,Master,Approved
68,128386,709,16612,Auto,40,0.51,5,Married,Master,Approved
48,92386,776,52611,Home,28,0.24,5,Married,Master,Approved
57,90088,748,23888,Auto,35,0.54,14,Married,High School,Approved
54,99388,764,24417,Auto,35,0.37,11,Married,Bachelor,Approved
53,75169,565,50440,Personal,34,0.75,1,Single,High School,Rejected
41,73417,735,16891,Business,21,0.25,4,Single,High School,Approved
48,85691,696,77131,Home,30,0.54,9,Married,Bachelor,Approved
23,51061,705,67093,Business,5,0.43,8,Married,High School,Rejected
19,35342,772,33557,Personal,0,0.27,3,Married,High School,Approved
37,65065,728,116129,Education,17,0.43,5,Single,High School,Rejected
45,71790,722,88817,Auto,24,0.42,5,Single,High School,Rejected
28,77327,732,7192,Personal,8,0.3,7,Single,Master,Approved
21,32152,717,39946,Personal,0,0.41,8,Divorced,High School,Rejected
32,42231,711,54884,Business,13,0.52,9,Married,High School,Rejected
23,47125,689,51360,Education,1,0.43,7,Single,Bachelor,Rejected
71,99163,766,68252,Auto,40,0.29,2,Single,High School,Approved
66,127192,810,133651,Education,40,0.28,8,Divorced,Master,Approved
47,78512,736,46472,Education,29,0.34,8,Single,High School,Approved
73,84042,768,40455,Education,40,0.52,11,Married,Bachelor,Approved
55,93867,850,33672,Home,34,0.24,13,Single,Bachelor,Approved
68,116817,711,8756,Education,40,0.41,14,Divorced,Master,Approved
74,93967,850,111927,Personal,40,0.12,2,Divorced,Bachelor,Rejected
19,70537,720,75030,Home,1,0.44,13,Married,Master,Rejected
32,24746,764,63151,Home,10,0.46,6,Single,High School,Rejected
28,51866,623,39047,Education,9,0.65,13,Single,High School,Rejected
25,47792,618,138293,Personal,3,0.49,10,Married,High School,Rejected
43,89401,786,10164,Auto,21,0.29,1,Married,Master,Approved
68,89256,850,38622,Education,40,0.12,11,Single,High School,Approved
62,99675,711,40980,Home,40,0.43,7,Single,High School,Approved
61,82363,755,124528,Auto,40,0.3,10,Married,High School,Rejected
22,38107,742,89688,Auto,1,0.4,2,Married,High School,Rejected
23,22321,736,83066,Home,1,0.24,5,Single,High School,Rejected
43,97325,850,124947,Auto,23,0.32,14,Single,PhD,Rejected
71,107959,850,93660,Personal,40,0.1,7,Divorced,Bachelor,Approved
21,44733,737,113115,Personal,0,0.19,10,Married,Bachelor,Rejected
36,51789,774,38043,Education,16,0.17,11,Married,Bachelor,Approved
37,66653,684,126886,Education,15,0.48,9,Married,High School,Rejected
50,73852,805,82831,Auto,32,0.23,14,Single,High School,Approved
37,57606,703,71250,Home,15,0.56,1,Single,High School,Rejected
66,106051,842,71345,Personal,40,0.23,9,Single,High School,Approved
29,59476,587,90898,Business,8,0.66,11,Married,Bachelor,Rejected
64,102732,850,136108,Education,40,0.06,5,Married,High School,Approved
18,21369,688,95034,Personal,0,0.41,6,Single,High School,Rejected
43,93709,711,98923,Auto,23,0.36,14,Divorced,Bachelor,Rejected
31,68241,772,15273,Personal,11,0.17,8,Single,Master,Approved
55,105288,850,132419,Personal,34,0.27,11,Divorced,Master,Approved
54,94953,797,57460,Auto,33,0.31,14,Divorced,Master,Approved
28,62684,739,115803,Education,10,0.39,2,Single,Bachelor,Rejected
53,85809,758,81939,Education,33,0.21,12,Single,High School,Approved
30,69168,727,19017,Business,11,0.41,7,Married,Bachelor,Approved
60,75684,829,87901,Business,40,0.37,12,Married,High School,Rejected
20,51749,599,118000,Education,2,0.47,4,Married,Bachelor,Rejected
50,92619,789,44215,Education,29,0.22,9,Divorced,Bachelor,Approved
23,39147,779,17583,Education,2,0.29,6,Married,High School,Approved
67,97272,738,52025,Education,40,0.57,7,Single,Bachelor,Rejected
73,94946,794,62943,Personal,40,0.21,11,Single,Master,Rejected
27,46064,818,145586,Business,6,0.14,6,Married,High School,Approved
22,58541,698,6511,Auto,0,0.26,11,Single,Master,Approved
40,61302,791,87151,Home,19,0.08,8,Married,High School,Approved
27,51553,622,29225,Auto,5,0.6,6,Single,Bachelor,Rejected
61,107345,850,34152,Home,40,0.31,7,Single,Bachelor,Approved
19,53871,652,111053,Personal,1,0.31,8,Single,Bachelor,Rejected
30,54929,626,71107,Business,9,0.46,1,Married,Master,Rejected
57,126910,827,129387,Home,37,0.24,10,Single,Master,Approved
19,43178,738,65910,Education,0,0.32,12,Married,Bachelor,Rejected
37,73270,760,47530,Personal,18,0.24,4,Married,High School,Approved
18,55405,801,83753,Home,0,0.09,6,Married,Master,Approved
54,75684,720,46999,Education,35,0.36,1,Married,High School,Approved
26,66016,692,11609,Personal,5,0.5,4,Single,Master,Approved
34,55999,752,54322,Home,14,0.36,6,Married,High School,Approved
26,36256,753,10151,Education,6,0.49,7,Single,High School,Approved
28,62725,850,11406,Business,8,0.19,13,Married,Bachelor,Approved
32,44128,763,67678,Personal,12,0.24,6,Single,High School,Approved
41,64848,751,52062,Home,23,0.16,11,Married,High School,Approved
55,107865,780,116377,Education,37,0.4,4,Divorced,High School,Rejected
72,93572,810,58830,Business,40,0.3,12,Married,High School,Approved
52,83874,780,18133,Education,33,0.3,13,Married,High School,Approved
47,54274,654,17209,Business,26,0.45,7,Married,High School,Approved
48,99042,793,114828,Home,27,0.28,10,Single,Bachelor,Approved
66,100664,766,79681,Education,40,0.51,14,Divorced,High School,Approved
22,39355,767,59345,Education,1,0.39,2,Single,Bachelor,Rejected
61,100467,777,47585,Auto,40,0.3,6,Divorced,High School,Approved
67,123298,824,39638,Personal,40,0.12,5,Married,Master,Approved
31,78464,685,25645,Education,12,0.45,2,Married,Master,Approved
70,102909,833,23408,Business,40,0.39,9,Married,High School,Approved
73,99877,850,17521,Personal,40,0.4,13,Married,Bachelor,Approved
28,64776,776,92414,Home,8,0.4,7,Married,Master,Rejected
26,86075,790,133432,Personal,6,0.27,14,Single,PhD,Approved
